title,authors,year,work_id,ol_ids,isbns,isdfb_ids,n_nom,n_win
The Omega Expedition,Brian Stableford,2003,,,,,1,0
Labyrinth of Night,Allen Steele,1993,,,,,1,0
Falcon,Emma Bull,1990,,,,,1,0
A Door into Ocean,Joan Slonczewski,1987,2640708,OL1882196W,978-0-87795-763-8;0-87795-763-0,,0,1
Mythago Wood,Robert Holdstock,1985,,,,,0,1
A Matter for Men,David Gerrold,1984,,,,,1,0
The Witches of Karres,James H. Schmitz,1967,943744,,0-89366-134-1;978-0-89366-134-2,,1,0
Guardian,Joe Haldeman,2003,,,,,1,0
The Ceremonies,T. E. D. Klein,1985,,,,,1,0
The Knight,Gene Wolfe,2005,,,,,1,0
Temporary Agency,Rachel Pollack,1994,,,,,1,0
Spaceland,Rudy Rucker,2003,,,,,1,0
Echo,Jack McDevitt,2010,,,,,1,0
Light on the Sound,S. P. Somtow,1983,,,,,1,0
This Immortal,Roger Zelazny,1966,1174485,OL32022023M;OL13994W,978-84-96173-16-3;84-96173-16-X,,0,1
In Green's Jungles,Gene Wolfe,2001,,,,,1,0
World's End,Joan D. Vinge,1985,,,,,1,0
The Man Who Folded Himself,David Gerrold,1973,,,,,1,0
Glory Road,Robert A. Heinlein,1964,1862679,OL59730W,,,1,0
Sleeping in Flame,Jonathan Carroll,1989,,,,,1,0
There Will Be Time,Poul Anderson,1973,,,,,1,0
Slow River,Nicola Griffith,1996,261993,OL2737408W,978-0-345-39165-0;0-345-39165-9,,1,1
Red Mars,Kim Stanley Robinson,1993,40712,OL81672W;OL81665W,978-0-246-13881-1;978-2-258-03823-3;978-84-450-7681-1;978-0-553-09204-2;0-246-13881-5;2-258-03823-5;0-553-09204-9,,2,1
Schismatrix,Bruce Sterling,1985,,OL1888050W,0-87795-645-6;978-0-87795-645-7,,1,0
Too Many Magicians,Randall Garrett,1967,,,,,1,0
The Ragged Astronauts,Bob Shaw,1987,839565,,,,2,0
Eyes of Fire,Michael Bishop,1981,,,,,1,0
The Sardonyx Net,Elizabeth A. Lynn,1982,,,,,1,0
Horizons,Mary Rosenblum,2007,,,,,1,0
Against Infinity,Gregory Benford,1984,,,,,1,0
The Solitudes,John Crowley,1988,,OL8878597W,,,1,0
Prentice Alvin,Orson Scott Card,1989,,OL49666W,978-0-312-93141-4;0-312-93141-7,,1,0
Cat's Cradle,Kurt Vonnegut,1964,1621115,OL98482W;OL98454W,978-0-385-33348-1;978-0-14-028560-4;0-385-33348-X;0-14-028560-1,,1,0
The Last Witchfinder,James Morrow,2007,,OL34694892W,,,1,0
Waking the Moon,Elizabeth Hand,1995,,OL19919061W,,,1,0
Native Tongue,Suzette Haden Elgin,1985,2866090,OL492354W,0-87997-945-3;978-1-936932-62-7;978-0-87997-945-4,,1,0
The Killing of Worlds,Scott Westerfeld,2004,25578,OL8053439M;OL17740971W,978-0-7653-0850-4;0-7653-0850-9,,1,0
Weaveworld,Clive Barker,1988,942564,,,,1,0
"Flow My Tears, the Policeman Said",Philip K. Dick,1975,949696,OL2172518W,978-80-257-3383-7;978-3-453-87403-9,,1,1
The Facts of Life,Graham Joyce,2003,,,,,0,1
Jem,Frederik Pohl,1980,1994048,OL60942W,,,2,0
Jonathan Strange & Mr Norrell,Susanna Clarke,2005,3921305,OL5703422W,0-7475-7055-8;0-7475-8069-3;0-7653-5615-5;978-0-7475-7055-4;978-0-7475-8069-0;978-0-7653-5615-4;978-80-7390-283-4,,1,2
Juniper Time,Kate Wilhelm,1980,,,,,1,0
Hawkmistress!,Marion Zimmer Bradley,1983,,OL15141696W,0-87997-762-0;978-0-87997-762-7,,1,0
Banner of Souls,Liz Williams,2005,,,,,1,0
Raising Caine,Charles E. Gannon,2015,,,,,1,0
Against a Dark Background,Iain Banks,1994,809748,OL8368444W,978-1-85723-031-4;978-1-85723-179-3;1-85723-031-0;1-85723-179-1,,1,0
Thrice Upon a Time,James P. Hogan,1981,74625,OL9891555M;OL175687W,978-0-345-32386-6;0-345-32386-6,,1,0
A Paradigm of Earth,Candas Jane Dorsey,2002,,,,,1,0
The Pirates of Zan,Murray Leinster,1960,,,,,1,0
Kafka on the Shore,Haruki Murakami,2006,6191072,OL17736913W,2-264-04473-X;978-80-207-1790-0;978-2-264-04473-0;978-1-84343-110-7;978-3-442-73323-1,,0,1
Sword of the Demon,Richard A. Lupoff,1977,,,,,1,0
Veniss Underground,Jeff VanderMeer,2004,,,,,1,0
Dangerous Games,Marta Randall,1981,,,,,1,0
The Killing Moon,N. K. Jemisin,2013,,,978-0-356-50076-8;978-80-275-0676-7,,1,0
Home Fires,Gene Wolfe,2012,,,,,2,0
And Chaos Died,Joanna Russ,1970,680684,,978-0-441-02268-7;978-0-425-04135-2;0-425-04135-2,,1,0
The Healer's War,Elizabeth Ann Scarborough,1989,479305,OL1847100W,,,0,1
Camouflage,Joe Haldeman,2005,22742,OL461302W,0-441-01161-6;978-0-441-01161-2,,1,1
Redshift Rendezvous,John E. Stith,1990,,,,,1,0
All Clear,Connie Willis,2011,9735628,OL15406914W,978-0-553-80767-7;978-2-35294-633-5,,1,2
Carve the Sky,Alexander Jablokov,1992,,,,,1,0
The Fifth Season,N. K. Jemisin,2016,26115977,OL17363125W,978-0-316-22929-6;978-84-666-6169-0;978-80-7577-560-3;978-85-92795-23-8;85-92795-23-0,,1,1
Seeker,Jack McDevitt,2006,342999,OL15105193W,0-441-01329-5;978-0-441-01329-6,,2,1
Life During Wartime,Lucius Shepard,1988,693580,OL54951W,,,1,0
Serpent's Reach,C. J. Cherryh,1981,1185227,OL8195543M,0-88677-088-2;978-0-88677-088-4,,1,0
Pattern Recognition,William Gibson,2004,2455062,OL15014715W,978-0-399-14986-3;978-2-84626-072-5;978-0-425-19293-1;0-399-14986-4;2-84626-072-9,,1,0
Ashes of Victory,David Weber,2001,,OL27306080M,,,1,0
The Remaking of Sigmund Freud,Barry N. Malzberg,1986,,,,,1,0
Pandemonium,Daryl Gregory,2009,3224200,OL13693887W,978-0-345-50116-5,,1,0
The Android's Dream,John Scalzi,2007,18280036,OL5734644W,978-0-7653-0941-9;0-7653-0941-6,,1,0
Voyage to the Red Planet,Terry Bisson,1991,,,,,1,0
A Scanner Darkly,Philip K. Dick,1978,1527439,OL2172516W,978-3-453-87368-1,,2,0
Slow Apocalypse,John Varley,2013,,,,,2,0
This Is the Way the World Ends,James Morrow,1987,2296453,OL15222254W,,,2,0
Nova Express,William S. Burroughs,1965,,,,,1,0
Declare,Tim Powers,2001,937379,OL84110W,978-0-380-79836-0;0-380-79836-0,,1,1
Speaker for the Dead,Orson Scott Card,1987,2327777,OL49651W;OL49581W,978-0-312-93738-6;978-2-7201-0300-1;0-312-93738-5;2-7201-0300-4,,1,2
Rogue Moon,Algis Budrys,1961,,OL15800512W,,,1,0
Hard Landing,Algis Budrys,1994,,,,,1,0
Trade Secret,"Steve Miller, Sharon Lee",2014,,,,,1,0
Going Dark,Linda Nagata,2016,,,,,2,0
Paladin of Souls,Lois McMaster Bujold,2004,819610,OL56898W,0-380-97902-0;84-9800-013-0;978-0-380-97902-8;978-84-9800-013-9,,0,2
Crystal Line,Anne McCaffrey,1993,,,,,1,0
Sideshow,Sheri S. Tepper,1993,,,,,2,0
A Red Heart of Memories,Nina Kiriki Hoffman,2000,,,,,1,0
Bios,Robert Charles Wilson,2000,1656512,OL8339324W,2-07-041860-X;978-2-07-041860-2,,1,0
The Last Policeman,Ben H. Winters,2013,18538006,OL16799662W,978-1-59474-576-8;1-59474-576-5,,1,0
To Your Scattered Bodies Go,Philip José Farmer,1972,3171254,OL273080W,,,0,1
Bad Monkeys,Matt Ruff,2008,,,,,2,0
Vacuum Flowers,Michael Swanwick,1988,,,,,1,0
Guernica Night,Barry N. Malzberg,1975,,,,,1,0
Od Magic,Patricia A. McKillip,2006,21023,OL92471W,978-0-441-01248-0;0-441-01248-5,,1,0
The Uplift War,David Brin,1988,98235,OL58713W;OL28140680M,978-2-07-030754-8;2-07-030754-9,,0,2
Icehenge,Kim Stanley Robinson,1985,1963545,,,,1,0
Chthon,Piers Anthony,1968,255340,OL80871W,978-0-7388-1151-2;0-7388-1151-3,,1,0
Fire Time,Poul Anderson,1975,,,,,1,0
The Drive-In,Joe R. Lansdale,1989,45511834,OL19844145W,978-0-553-27481-3;0-553-27481-3,,1,0
The Rosetta Codex,Richard Paul Russo,2006,,,,,1,0
"Philip K. Dick Is Dead, Alas",Michael Bishop,1988,,,,,1,0
Boy's Life,Robert R. McCammon,1992,16685995,OL3909677W,978-0-671-74226-3;0-671-74226-4,,0,1
Till Human Voices Wake Us,Mark Budz,2008,,,,,1,0
Buddy Holly Is Alive and Well on Ganymede,Bradley Denton,1992,,OL2723325W,978-0-688-10822-9;0-688-10822-9,,1,1
Rendezvous with Rama,Arthur C. Clarke,1973,1882772,OL17417W,0-575-01587-X;85-209-0309-6;978-0-575-01587-6;978-0-15-176835-6;978-85-209-0309-4,,0,1
Thorns,Robert Silverberg,1968,,,,,1,0
The Other Wind,Ursula K. Le Guin,2002,215093,OL59829W,0-15-100684-9;978-0-15-100684-7,,1,1
The Snow Queen,Joan D. Vinge,1981,522872,OL2816487W,0-8037-7739-6;978-0-8037-7739-2,,0,2
Limit of Vision,Linda Nagata,2002,1175822,OL5960837W,0-7653-4211-1;978-0-7653-4211-9,,1,0
Do Androids Dream of Electric Sheep?,Philip K. Dick,1968,830939,OL2172372W,978-2-8518-4066-0;978-2-277-21768-8;978-80-257-2297-8;978-3-453-21728-7;2-8518-4066-5;2-277-21768-9;80-7203-632-7,,1,0
Light Music,Kathleen Ann Goonan,2003,,,,,2,0
Factoring Humanity,Robert J. Sawyer,1999,,,,,1,0
Talking Man,Terry Bisson,1987,2990780,OL2089645W,0-87795-813-0;0-380-75141-0;978-0-87795-813-0;978-0-380-75141-9,,1,0
Rumors of Spring,Richard Grant,1988,,,,,1,0
Mindbridge,Joe Haldeman,1977,,,,,1,0
Ancillary Sword,Ann Leckie,2015,40026175,OL17062642W,978-0-316-24665-1;978-0-356-50241-0;978-80-259-0633-0,,1,1
Orphans of Chaos,John C. Wright,2005,,OL5725224W,978-0-7653-1131-3;0-7653-1131-3,,1,0
Blue Mars,Kim Stanley Robinson,1997,40711,OL81649W,978-3-641-11641-5;978-84-450-7708-5;84-450-7708-2,,1,2
Station Eleven,Emily St. John Mandel,2015,28098716,OL17202418W,978-0-8041-7244-8;978-0-593-46807-4;978-1-4472-6897-0;978-0-385-35331-1;978-0-553-39807-6;978-1-4434-3486-7;978-0-553-39797-0;978-1-4472-6896-3;978-3-492-06022-6;978-85-8057-707-5;978-83-61386-74-2;978-88-452-8038-2;978-960-572-098-8;978-90-254-4540-9;978-1-4472-6898-7;978-952-04-3998-9;978-619-7115-22-2;978-972-23-5632-9;978-9986-39-911-7;978-1-5098-8178-9;978-605-299-349-1;978-5-699-97987-5;978-84-16023-85-1;978-2-89694-264-0;978-1-5290-8341-5;978-2-7436-4200-6;978-9985-3-3590-1;978-80-257-1594-9;978-91-88275-12-7;978-3-492-31023-9;978-1-59413-882-9;978-9934-553-32-5;978-2-7436-3755-2;978-86-10-01437-2;978-606-609-895-3;978-953-343-234-2;978-83-66555-83-9;978-963-406-224-0;978-600-367-497-4;978-0-385-35330-4;978-0-553-39798-7;978-1-4472-6900-7;978-1-4894-6877-2;978-0-553-54558-6;978-2-89694-351-7;978-986-91709-2-5;978-623-00-1773-5;978-87-996512-6-9;978-1-74353-232-4;978-2-253-24225-3;978-9941-35-005-4;978-3-95639-011-1;978-84-16023-91-2;978-82-8169-346-3;978-3-548-06659-2;978-5-04-097547-1;978-3-95639-631-1;978-961-274-728-2;978-3-06-035788-8;978-83-66555-84-6;978-85-8057-708-2;978-82-02-58962-2;979-11-5879-040-0;978-1-59606-855-1;978-961-274-729-9;978-87-27-01683-2;978-5-04-118957-0;978-94-6363-581-3;978-608-4569-58-9;978-2-89694-265-7;978-2-7436-3735-4;978-2-37083-148-4;978-4-09-406026-3;0-8041-7244-7;0-593-46807-4;1-4472-6897-0;0-385-35331-6;0-553-39807-5;1-4434-3486-8;0-553-39797-4;1-4472-6896-2;3-492-06022-6;85-8057-707-1;83-61386-74-2;88-452-8038-1;960-572-098-1;90-254-4540-3;1-4472-6898-9;619-7115-22-0;972-23-5632-1;9986-39-911-4;605-299-349-9;5-699-97987-5;84-16023-85-9;2-89694-264-5;1-5290-8341-9;2-7436-4200-9;9985-3-3590-2;80-257-1594-9;3-492-31023-0;1-59413-882-6;2-7436-3755-2;86-10-01437-1;606-609-895-0;953-343-234-9;83-66555-83-6;963-406-224-5;0-385-35330-8;0-553-39798-2;1-4472-6900-4;1-4894-6877-3;0-553-54558-2;2-89694-351-X;986-91709-2-7;87-996512-6-2;2-253-24225-X;3-95639-011-3;84-16023-91-3;82-8169-346-0;3-548-06659-3;5-04-097547-3;2-89694-265-3;2-7436-3735-8;2-37083-148-0;4-09-406026-X,,2,0
Thendara House,Marion Zimmer Bradley,1984,,OL15052096W,0-87997-857-0;978-0-87997-857-0,,1,0
Living Next Door to the God of Love,Justina Robson,2007,2528072,OL5731689W,978-0-553-58742-5;0-553-58742-0,,1,0
The Fall of Hyperion,Dan Simmons,1991,1882596,OL22216239M,978-2-221-06957-8;978-0-385-24950-8;2-221-06957-9;0-385-24950-0,,1,1
The Moon Goddess and the Son,Donald Kingsbury,1987,2016839,OL16087024W,978-0-671-55958-8;0-671-55958-3,,1,0
Robots and Empire,Isaac Asimov,1986,1932588,OL46178W,0-385-19092-1;2-277-21996-7;978-84-8346-361-1;978-0-385-19092-3;978-2-277-21996-5,,1,0
The End of All Things,John Scalzi,2016,42713953,OL19912869W,978-80-7479-059-1,,1,0
The Silent Strength of Stones,Nina Kiriki Hoffman,1996,,,,,2,0
Yarn,Jon Armstrong,2011,,,,,2,0
Mind's Eye,Paul J. McAuley,2006,,,,,2,0
Blood Music,Greg Bear,1986,2563510,OL2861525M;OL20263747M,0-87795-720-7;978-0-87795-720-1,,3,0
Neuromancer,William Gibson,1985,909457,OL27258W,4-15-010672-X;978-4-15-010672-0;978-0-441-00746-2;978-2-7071-1562-1;978-2-277-22325-2;978-85-7657-049-3;2-7071-1562-2,,2,1
Countdown City,Ben H. Winters,2014,,,,,1,0
Kinsman,Ben Bova,1980,,,,,1,0
The Ghost Brigades,John Scalzi,2007,18279845,OL5734645W;OL24266767W,978-80-7479-067-6,,1,0
Falling Free,Lois McMaster Bujold,1988,2277408,OL56895W,978-0-671-65398-9;978-2-290-04511-4;978-84-406-1204-5;0-671-65398-9;2-290-04511-X;84-406-1204-4,,0,1
The Rise of Endymion,Dan Simmons,1998,13799,OL8865831M,978-2-221-08634-6;2-221-08634-1,,1,1
Living Next Door to the God of Love,Justina Robson,2006,2528072,OL5731689W,978-0-553-58742-5;0-553-58742-0,,1,0
House of Suns,Alastair Reynolds,2009,2020929,OL5724833W,978-0-575-07717-1;978-0-575-08237-3;0-575-07717-4;0-575-08237-2,,1,0
Redemption in Indigo,Karen Lord,2011,,,,,1,0
The Year of the Flood,Margaret Atwood,2010,6257025,OL675774W,978-0-7475-8516-9;978-84-02-42118-0;978-0-307-45547-5;0-307-45547-5,,1,0
The Lathe of Heaven,Ursula K. Le Guin,1971,425872,OL59858W,0-586-03841-8;90-274-0764-9;3-453-30250-8;3-937897-16-X;88-429-1360-X;978-0-684-12529-9;978-0-380-01320-3;978-1-85798-951-9;978-1-4165-5696-1;978-1-6680-1740-1;978-1-4732-3417-8;978-0-06-051274-3,,1,0
2312,Kim Stanley Robinson,2013,16785236,OL16298967W,978-0-316-09812-0;978-3-453-31435-1;0-316-09812-4,,3,0
City of Stairs,Robert Jackson Bennett,2015,28030792,,0-8041-3717-X;978-0-8041-3717-1,,1,0
The Accidental Time Machine,Joe Haldeman,2008,22743,,,,1,0
Past Master,R. A. Lafferty,1969,1734502,OL7526210M,0-441-65303-0;978-0-441-65303-4,,1,0
Prentice Alvin,Orson Scott Card,1990,,OL49666W,978-0-312-93141-4;0-312-93141-7,,1,0
Summertide,Charles Sheffield,1991,,,,,1,0
Under the Dome,Stephen King,2010,6760952,OL14917748W,1-4391-4850-3;978-1-4391-4850-1;84-01-33752-6;978-84-01-33752-9;978-80-7593-000-2,,1,0
Stamping Butterflies,Jon Courtenay Grimwood,2005,,,,,1,0
Cosm,Gregory Benford,1999,,,,,1,0
Slaughterhouse-Five,Kurt Vonnegut,1969,1683562,OL98474W;OL98459W,0-385-31208-3;0-385-33384-6;978-80-257-1528-4;978-80-257-1770-7;978-0-385-31208-0;978-0-385-33384-9,,1,0
Remnant Population,Elizabeth Moon,1997,92804,OL14871725W,978-0-671-87718-7;0-671-87718-6,,2,0
The Fractal Prince,Hannu Rajaniemi,2013,,,978-0-575-08892-4;0-575-08892-3,,2,0
Holy Fire,Bruce Sterling,1997,,,,,2,0
Defender,C. J. Cherryh,2002,,OL34528460M,978-0-7564-0020-0;0-7564-0020-1,,1,0
Nightside the Long Sun,Gene Wolfe,1993,2634354,OL14871926W,,,1,0
The Practice Effect,David Brin,1985,,OL58709W,978-0-553-23992-8;0-553-23992-9,,1,0
Deathhunter,Ian Watson,1982,,,,,1,0
An Exaltation of Larks,Robert Reed,1996,,,,,1,0
Carrion Comfort,Dan Simmons,1990,909623,OL27103014M,978-2-207-23961-2;2-207-23961-6,,1,0
Nova,Samuel R. Delany,1969,953787,,978-1-473-21191-9,,1,0
China Mountain Zhang,Maureen F. McHugh,1993,1607617,OL1833527W,978-0-312-85271-9;0-312-85271-1,,2,0
Soldier of the Mist,Gene Wolfe,1987,1408393,OL2741969M,978-0-312-93734-8;0-312-93734-2,,2,0
Job: A Comedy of Justice,Robert A. Heinlein,1984,924656,OL59684W,0-345-31357-7;978-0-345-31357-7,,1,0
Counting Heads,David Marusek,2006,,,,,1,0
A Plague of Angels,Sheri S. Tepper,1994,,,,,1,0
The Fourth Wall,Walter Jon Williams,2013,,,,,1,0
Flood,Stephen Baxter,2009,2117042,OL14912494W,0-575-08056-6;978-0-575-08056-0,,1,0
Godplayers,Damien Broderick,2006,,,,,1,0
The Cassandra Complex,Brian Stableford,2002,,,,,1,0
Moreta: Dragonlady of Pern,Anne McCaffrey,1984,3419,OL73386W,978-0-345-29874-4;0-345-29874-8,,2,0
The Calcutta Chromosome,Amitav Ghosh,1998,1383833,OL10490624M,978-88-06-14034-2;978-0-330-34758-7;88-06-14034-5;0-330-34758-6,,1,0
The Passage,Justin Cronin,2011,2802546,,978-0-345-50496-8,,1,0
The Warrior's Apprentice,Lois McMaster Bujold,1987,2792,OL56908W,,,1,0
Authority,Jeff VanderMeer,2015,,,978-0-374-10410-8;978-80-257-2126-1,,1,0
Kirinya,Ian McDonald,1999,,,,,1,0
Bowl of Heaven,"Gregory Benford, Larry Niven",2013,,,,,1,0
Perdido Street Station,China Miéville,2001,3221410,OL8718786W,0-345-45940-7;0-333-78172-4;2-265-07185-4;978-0-345-45940-4;978-0-333-78172-2;978-80-7617-155-8;978-2-265-07185-8,,1,0
The Peace War,Vernor Vinge,1985,,,,,2,0
Schild's Ladder,Greg Egan,2003,151292,OL115338W,0-575-07068-4;0-06-107344-X;0-06-105093-8;978-0-575-07068-4;978-0-06-107344-1;978-0-06-105093-0,,1,0
Out on Blue Six,Ian McDonald,1990,,,,,1,0
Vellum,Hal Duncan,2006,1214913,OL8718822W,978-1-4050-5208-5;978-0-330-44433-0;1-4050-5208-2;0-330-44433-6,,1,0
Chanur's Venture,C. J. Cherryh,1985,,,,,1,0
The Gardens of Delight,Ian Watson,1981,,,,,1,0
The Architect of Sleep,Steve Boyett,1987,,,,,1,0
Old Twentieth,Joe Haldeman,2006,,,,,1,0
The Illegal Rebirth of Billy the Kid,Rebecca Ore,1992,,,,,1,0
The Listeners,James Gunn,1973,393496,OL3272964W,,,1,0
Wall Around a Star,"Jack Williamson, Frederik Pohl",1984,332459,OL10683442M,978-0-345-28995-7;0-345-28995-1,,1,0
The High Crusade,Poul Anderson,1961,,,,,1,0
Trader,Charles de Lint,1998,,,,,1,0
Ombria in Shadow,Patricia A. McKillip,2003,,,,,0,1
Angelmaker,Nick Harkaway,2013,,,,,1,0
Dragon's Egg,Robert L. Forward,1981,2530528,OL84296W,978-0-345-28646-8;978-2-221-01132-4;0-345-28646-4;2-221-01132-5,,1,0
Souls in the Great Machine,Sean McMullen,2000,242596,OL14867268W,978-0-7653-4457-1;0-7653-4457-2,,1,0
Down and Out in the Magic Kingdom,Cory Doctorow,2004,1413,OL5734712W,0-7653-0436-8;0-7653-0953-X;978-0-7653-0436-0;978-0-7653-0953-2,,1,0
Valis,Philip K. Dick,1982,23607,,,,1,0
The Wild Shore,Kim Stanley Robinson,1984,,,,,1,0
Black Man,Richard K. Morgan,2008,1383372,,978-2-8112-0505-8;2-8112-0505-5,,1,0
Moonfall,Jack McDevitt,1999,,,,,1,0
The Race,Nina Allan,2015,,,,,1,0
The Black Sun,Jack Williamson,1998,,,,,1,0
Orbital Resonance,John Barnes,1991,2042382,OL77886W,978-0-312-85206-1;0-312-85206-1,,1,0
The Book of Strange New Things,Michel Faber,2015,28178740,,,,1,0
Conqueror,Stephen Baxter,2008,874506,OL17731154W,978-0-575-07673-0;0-575-07673-9,,1,0
The Forever War,Joe Haldeman,1976,423,OL271163W,978-0-312-29890-6;0-312-29890-0,,0,1
The Devil is Dead,R. A. Lafferty,1971,,,,,1,0
Wake,Robert J. Sawyer,2010,4466559,,978-0-670-06741-1;0-670-06741-5,,1,0
Mary Reilly,Valerie Martin,1991,2938757,OL451054W,0-385-24968-3;978-0-385-24968-3,,1,0
If the Stars Are Gods,"Gordon Eklund, Gregory Benford",1978,,,,,1,0
"Dr. Bloodmoney, or How We Got Along After the Bomb",Philip K. Dick,1965,880666,OL2172502W,978-3-453-53004-1,,1,0
Nekropolis,Maureen F. McHugh,2002,,,,,2,0
Wolves,Simon Ings,2015,,,,,2,0
Forests of the Heart,Charles de Lint,2000,,,,,1,0
Territory,Emma Bull,2008,,,,,1,0
Brain Twister,Mark Phillips,1960,,,,,1,0
Sylva,Jean Bruller,1963,,,,,1,0
Solitaire,Kelley Eskridge,2002,,,,,1,0
The Scrivener's Tale,Fiona McIntosh,2014,,,,,1,0
Radiance,Catherynne M. Valente,2016,,,978-0-7653-3529-6,,1,0
Saltation,"Steve Miller, Sharon Lee",2011,,,,,1,0
The Wizard,Gene Wolfe,2005,,,,,1,0
The Anubis Gates,Tim Powers,1983,2193115,,0-441-02380-0;0-441-00401-6;2-277-22011-6;80-85632-36-5;978-0-441-02380-6;978-0-441-00401-0;978-2-277-22011-4;978-80-257-3072-0,,0,1
Little Fuzzy,H. Beam Piper,1963,,,,,1,0
iD,Madeline Ashby,2014,,,,,1,0
Aristoi,Walter Jon Williams,1993,,,,,1,0
Quicksilver,Neal Stephenson,2004,1610031,OL38495W,978-0-380-97742-0;978-0-06-059308-7;0-380-97742-7;0-06-059308-3,,1,0
The Road to Corlay,"John Middleton Murry, Jr.",1980,,,,,1,0
All the Lives He Led,Frederik Pohl,2012,,,,,1,0
Maelstrom,Peter Watts,2002,871405,,978-0-7653-2053-7,,1,0
Giants' Star,James P. Hogan,1982,,,,,1,0
Foundation and Earth,Isaac Asimov,1987,532290,OL46347W,0-593-15999-3;978-80-257-3766-8;978-80-7684-065-2;978-0-593-15999-6,,1,0
"Clarke County, Space",Allen Steele,1991,,,,,1,0
The War Hound and the World's Pain,Michael Moorcock,1982,,,,,1,0
The Armies of Memory,John Barnes,2007,2699449,OL4001675W,978-0-7653-0330-1;0-7653-0330-2,,1,0
A Million Open Doors,John Barnes,1992,,,,,1,0
Rainbows End,Vernor Vinge,2007,3101132,OL1975712W,0-812-53636-3;978-0-312-85684-7;978-0-812-53636-2,,1,2
Ironskin,Tina Connolly,2012,,,,,1,0
Autumn Angels,Arthur Byron Cover,1975,,,,,1,0
Ancients of Days,Paul J. McAuley,2000,,,,,1,0
The Chronoliths,Robert Charles Wilson,2002,112109,OL47520W,0-312-87384-0;3-453-52105-6;978-0-312-87384-4;978-3-453-52105-6,,2,1
Poseidon's Wake,Alastair Reynolds,2016,,,978-80-242-8927-4;978-0-575-09050-7,,1,0
Testament,Valerie J. Freireich,1996,,,,,1,0
The Sea and Summer,George Turner,1988,,,,,2,0
Replay,Ken Grimwood,1988,1804797,,,,1,1
Past Master,R. A. Lafferty,1968,1734502,OL7526210M,0-441-65303-0;978-0-441-65303-4,,1,0
Europe in Autumn,Dave Hutchinson,2015,,,,,2,0
Ender's Game,Orson Scott Card,1986,2422333,OL49676W;OL49617W,0-312-93208-1;2-7201-0280-6;978-0-312-93208-4;978-2-7201-0280-6,,1,1
Growing Up Weightless,John M. Ford,1994,,,978-1-473-23282-2,,1,0
Annihilation,Jeff VanderMeer,2015,24946895,OL17268007W,978-0-374-10409-2;978-80-257-1551-2,,1,1
Rogue Dragon,Avram Davidson,1965,,,,,1,0
The Bone Clocks,David Mitchell,2015,26959610,OL17078738W,,,1,1
The Byworlder,Poul Anderson,1971,,,,,1,0
Demon,John Varley,1985,1836771,OL1860112W,978-0-399-12945-2;978-0-441-14267-5;0-399-12945-6;0-441-14267-2,,1,0
Moonstar Odyssey,David Gerrold,1978,,,,,1,0
From the Files of the Time Rangers,Richard Bowes,2006,,OL1977560W,978-1-930846-35-7;1-930846-35-5,,1,0
Some Kind of Fairy Tale,Graham Joyce,2013,,,,,1,0
Fairyland,Paul J. McAuley,1996,,,,,1,0
Blindsight,Peter Watts,2007,47428,OL8514692W,978-0-7653-1218-1;0-7653-1218-2,,2,0
Russian Spring,Norman Spinrad,1992,,,,,1,0
Birthright: The Book of Man,Mike Resnick,1983,,,,,1,0
Queen of Angels,Greg Bear,1991,4272,OL16504W,978-0-446-51400-2;0-446-51400-4,,3,0
On My Way to Paradise,Dave Wolverton,1990,,,,,1,0
The Glamour,Christopher Priest,1985,953611,OL35338377M;OL166495W,2-207-26020-8;978-2-207-26020-3,,1,0
Gibbon's Decline and Fall,Sheri S. Tepper,1997,,,,,1,0
Timescape,Gregory Benford,1981,2611291,OL108302W;OL108288W,978-0-671-25327-1;0-671-25327-1,,1,1
The Hammer of God,Arthur C. Clarke,1994,1878679,OL17375W,4-15-011235-5;0-553-09557-9;978-4-15-011235-6;978-0-553-09557-9,,1,0
Whole Wide World,Paul J. McAuley,2002,,,,,1,0
A Time of Changes,Robert Silverberg,1972,1011356,OL1960491W,978-84-9800-368-0;978-2-7201-0033-8;84-9800-368-7;2-7201-0033-1,,1,1
The Thing Itself,Adam Roberts,2016,,,978-0-575-12773-9,,2,0
The Hollow Earth,Rudy Rucker,1991,,,,,1,0
The City & the City,China Miéville,2009,4767909,OL20796151W;OL14990802W,978-0-230-74191-1;978-1-4050-0017-8;978-0-345-49751-2;978-2-265-09065-1;978-80-7617-694-2;0-230-74191-6;1-4050-0017-1;0-345-49751-1;2-265-09065-4,,1,0
Doomsday Book,Connie Willis,1992,2439628,OL14858406W,978-4-15-207966-4;4-15-207966-5,,0,1
The Lathe of Heaven,Ursula K. Le Guin,1972,425872,OL59858W,0-586-03841-8;90-274-0764-9;3-453-30250-8;3-937897-16-X;88-429-1360-X;978-0-684-12529-9;978-0-380-01320-3;978-1-85798-951-9;978-1-4165-5696-1;978-1-6680-1740-1;978-1-4732-3417-8;978-0-06-051274-3,,1,0
Q850150,Nancy Kress,1994,1813234,OL1847211W,0-688-12189-6;978-0-688-12189-1,,4,0
Lock In,John Scalzi,2015,26115712,,978-80-7479-057-7,,2,0
Macroscope,Piers Anthony,1970,2136641,OL80856W,978-0-380-00209-2;0-380-00209-4,,1,0
Evolution,Stephen Baxter,2003,,,,,1,0
Fourth Mansions,R. A. Lafferty,1970,,,,,1,0
Implied Spaces,Walter Jon Williams,2009,,,,,1,0
